date,recovered,cumul_recovered,cumul_recovered_perc,case,cumul_case,case_active,case_local,case_local_wn,case_local_bwn,case_import,case_import_wn,case_import_bwn,death,death_wn,death_bwn,cumul_death,cumul_death_perc,icu,intubated,tweet_id,link,remark,cumul_people_tested,people_tested,case_avg,pos_rate,pos_rate_avg
28/1/2021,"3,281","154,299",77.8,"4,094","198,208","43,192","4,086",3328,758,8,2,6,10,9,1,717,0.36,303,118,1354721435860652034,t.co/DaZly9CTx5,,"4,666,138",58913,3665.6,6.95,6.05
29/1/2021,"3,423","157,722",77.34,"5,725","203,933","45,478","5,718",,,7,5,2,16,16,0,733,0.36,301,115,1355091890744430596,t.co/FsEsbH7xPy,"no local case breakdown, even on kpkesihatan","4,723,335",57197,3964.7,10.01,6.74
30/1/2021,"3,805","161,527",77.04,"5,728","209,661","47,388","5,723",3780,1943,5,2,3,13,12,1,746,0.36,319,120,1355462505754050563,t.co/ffEtzVf91T,,"4,777,532",54197,4172.3,10.57,7.26
31/1/2021,"4,522","166,049",77.2,"5,298","214,959","48,150","5,295","3,402","1,893",3,2,1,14,14,0,760,0.35,313,127,1355829911689125889,t.co/L6aYM3hyXO,"fixed typo in tweet, death_wn 12 to 14, death_bwn 1 to 0","4,830,428",52896,4451.1,10.02,7.92
1/2/2021,"4,280","170,329",77.7,"4,214","219,173","48,074","4,205","2,645","1,560",9,8,1,10,10,0,770,0.35,316,137,1356185550990917636,t.co/R4shWngWyG,,"4,870,589",40161,4617.7,10.49,8.54
2/2/2021,"3,661","173,990",78.2,"3,455","222,628","47,847","3,450","2,068","1,382",5,3,2,21,20,1,791,0.36,327,145,1356546574571036675,t.co/6vLAxXTpyQ,,"4,910,286",39697,4599.1,8.7,8.83
3/2/2021,"3,804","177,794",78.4,"4,284","226,912","48,039","4,278","2,619","1,659",6,2,4,18,17,1,809,0.36,307,141,1356914862648029185,t.co/GPV7Tiiicl,,"4,977,550",67264,4685.4,6.37,9.02
4/2/2021,"4,092","181,886",78.6,"4,571","231,483","48,771","4,568","3,177","1,391",3,0,3,17,15,2,826,0.36,308,135,1357277748188782593,t.co/YW0I7RCMhk,,"5,038,302",60752,4753.6,7.52,9.1
5/2/2021,"3,392","185,278",78.9,"3,391","234,874","48,751","3,387","2,439",948,4,2,2,19,17,2,845,0.36,310,134,1357645737228607489,t.co/Kucgce6wXs,"fixed typo in tweet, death_wn 15 to 17","5,100,783",62481,4420.1,5.43,8.44
6/2/2021,"1,692","186,970",78.3,"3,847","238,721","50,894","3,843","2,569","1,274",4,4,0,12,8,4,857,0.36,305,139,1357988605210152962,t.co/FOM2ypwt0z,"fixed typo in tweet, death_wn 15 to 8, death_bwn 2 to 4","5,159,982",59199,4151.4,6.5,7.86
7/2/2021,"3,369","190,339",78.5,"3,731","242,452","51,241","3,723","1,946","1,777",8,4,4,15,15,0,872,0.36,292,140,1358362501939822595,t.co/5jBN9x4vcj,,"5,215,862",55880,3927.6,6.68,7.38
8/2/2021,"2,340","192,679",78.5,"3,100","245,552","51,977","3,099","1,619","1,480",1,1,0,24,21,3,896,0.36,282,134,1358719937045438465,t.co/DqaZWhzbmm,,"5,248,398",32536,3768.4,9.53,7.25
9/2/2021,"3,887","196,566",79.16,"2,764","248,316","50,841","2,758","1,850",908,6,3,3,13,13,0,909,0.37,289,127,,,,"5,297,561",49163,3669.7,5.62,6.81
10/2/2021,"1,929","198,495",78.9,"3,288","251,064","52,186","3,283","1,889","1,394",5,3,2,14,14,0,923,0.37,285,131,1359448496026181632,t.co/1APAPZ65eg,,"5,359,044",61483,3527.4,5.35,6.66
11/2/2021,"3,774","202,269",79.3,"3,384","254,988","51,783","3,369","1,954","1,415",15,5,10,13,11,2,936,0.37,259,122,1359803920030126083,t.co/IT9RnQULsw,,"5,420,256",61212,3357.9,5.53,6.38
12/2/2021,"3,505","205,774",79.7,"3,318","258,306","51,579","3,311","1,673","1,638",7,3,4,17,16,1,953,0.37,258,119,1360171913033617411,t.co/07RSmsO3A7,,"5,474,691","54,435",3347.4,6.1,6.47
13/2/2021,"3,515","209,289",79.94,"3,499","261,805","51,558","3,498","1,871","1,627",1,1,0,5,5,0,958,0.37,263,118,1360523282601058305,t.co/0OV9J4tc4D,,"5,503,992","29,301",3297.7,11.94,7.25
14/2/2021,"4,525","213,814",80.9,"2,464","264,269","49,490","2,461","1,705",756,3,2,1,7,7,0,965,0.37,260,111,1360894954017419265,t.co/8mbtZi9jOQ,,"5,528,267","24,275",3116.7,10.15,7.74
15/2/2021,"4,521","218,335",81.9,"2,176","266,445","47,135","2,175","1,618",557,1,1,0,10,10,0,975,0.37,260,112,1361250755588485123,t.co/Yhr88R9Shv,,"5,552,058","23,791",2984.7,9.15,7.69
16/2/2021,"5,718","224,053",83.24,"2,720","269,165","44,129","2,720","1,391","1,329",0,0,0,8,7,1,983,0.37,253,118,1361632748994060288,t.co/INHqORa9ja,,"5,594,799","42,741",2978.4,6.36,7.8
17/2/2021,"5,709","229,762",84.4,"2,998","272,163","41,396","2,991","1,578","1,413",7,3,4,22,21,1,"1,005",0.37,231,115,1361980739235893251,t.co/rLeKuYlA6L,,"5,647,392","52,593",2937,5.7,7.85
18/2/2021,"5,320","235,082",85.5,"2,712","274,875","38,763","2,708","1,588","1,120",4,3,1,25,21,4,"1,030",0.37,227,103,1362345745727315969,t.co/eYXvcZ25Fb,,"5,704,086","56,694",2841,4.78,7.74
19/2/2021,"4,889","239,971",86.4,"2,936","277,811","36,797","2,919","1,572","1,347",17,4,13,13,11,2,"1,043",0.38,220,104,1362703258456711169,t.co/d7BDBLGSTv,,"5,765,706","61,620",2786.4,4.76,7.55
20/2/2021,"4,782","244,753",87.33,"2,461","280,272","34,468","2,461","1,589",872,0,0,0,8,8,0,"1,051",0.37,207,91,1363068554313035779,t.co/4OmyjXKSa8,,"5,821,709","56,003",2638.1,4.39,6.47
21/2/2021,"4,456","249,209",87.88,"3,297","283,569","33,304","3,291","1,402","1,889",6,5,1,5,4,1,"1,056",0.37,209,91,1363422142428143622,t.co/KLLNwxDMCQ,,"5,871,207","49,498",2757.1,6.66,5.97
22/2/2021,"3,414","252,623",88.4,"2,192","285,761","32,076","2,189","1,337",852,3,2,1,6,5,1,"1,062",0.37,199,91,1363811048394919941,t.co/6AVtYTIlTq,,"5,909,779","38,572",2759.4,5.68,5.48
23/2/2021,"4,055","256,678",89.05,"2,468","288,229","30,475","2,464","1,549",915,4,2,2,14,13,1,"1,076",0.37,196,92,1364147890306736128,t.co/LzDjLMwAkU,,"5,960,219","50,440",2723.4,4.89,5.27
24/2/2021,"3,331","260,009",89.1,"3,545","291,774","30,677","3,544","1,544","2,000",1,0,1,12,11,1,"1,088",0.37,189,88,,,,"6,025,214","64,995",2801.6,5.45,5.23
25/2/2021,"3,752","263,761",89.81,"1,924","293,698","28,837","1,918","1,543",375,6,2,4,12,12,0,"1,100",0.37,205,91,1364882098771750914,t.co/mWCmIzsy8P,,"6,086,310","61,096",2689,3.15,5
26/2/2021,"3,085","266,845",90.2,"2,253","295,951","27,994","2,246","1,324",922,7,3,4,11,8,3,"1,111",0.38,201,93,1365251601829568517,t.co/lc6jE063aF,,"6,138,208","51,898",2591.4,4.34,4.94
27/2/2021,"3,320","270,166",90.6,"2,364","298,315","27,028","2,363","1,455",908,1,0,1,10,8,2,"1,121",0.38,190,99,1365607514675421184,t.co/igZMT4RcFW,,"6,193,688","55,480",2577.6,4.26,4.92
28/2/2021,"3,251","273,417",90.91,"2,437","300,752","26,205","2,435","1,226","1,209",2,1,0,9,8,1,"1,130",0.38,202,93,1365967672953868288,t.co/y6gVlxQ9ck,,"6,234,519","40,831",2454.7,5.97,4.82
1/3/2021,"2,486","275,903",91.21,"1,828","302,580","25,542","1,821","1,058",763,7,4,3,5,5,0,"1,135",0.38,198,90,1366340148233822209,t.co/nEuYp8koFp,,"6,274,787","40,268",2402.7,4.54,4.66
2/3/2021,"2,528","278,431",91.5,"1,555","304,135","24,563","1,552","1,108",444,3,0,3,6,5,1,"1,141",0.38,204,96,1366704698917412864,t.co/EV0pVvFS0H,,"6,321,134","46,347",2272.3,3.36,4.44
3/3/2021,"2,276","280,707",91.8,"1,745","305,880","24,025","1,743","1,037",706,2,0,2,7,6,1,"1,148",0.38,195,95,1367077041212948481,t.co/SOVr76KhBH,,"6,367,061","45,927",2015.1,3.8,4.2
4/3/2021,"2,922","283,629",92.1,"2,063","307,943","23,161","2,054","1,419",635,9,2,7,5,5,0,"1,153",0.38,193,99,1367428807989235713,t.co/adIBaWfnSb,,"6,407,625","40,564",2035,5.09,4.48
5/3/2021,"3,275","286,904",92.5,"2,154","310,097","22,034","2,149","1,339",810,5,3,2,6,6,0,"1,159",0.37,184,87,1367779526973956101,t.co/zGRb64MjaL,,"6,455,194","47,569",2020.9,4.53,4.51
6/3/2021,"2,548","289,452",92.8,"1,680","311,777","21,159","1,677","1,225",452,3,3,0,7,7,0,"1,166",0.37,172,84,1368138364264751108,t.co/vkBrvrVNfJ,,"6,494,591","39,397",1923.1,4.26,4.51
7/3/2021,"2,506","291,958",93.14,"1,683","313,460","20,333","1,673","1,132",541,10,4,6,3,3,0,"1,169",0.37,174,81,1368493402346557442,t.co/a5OTKPAS0D,,"6,532,613","38,022",1815.4,4.43,4.29
8/3/2021,"2,076","294,034",93,"1,529","314,989","19,778","1,520","1,177",343,9,3,6,8,7,1,"1,177",0,160,79,1368860575439093760,t.co/ARAWexoQRM,,"6,559,840","27,227",1772.7,5.62,4.44
9/3/2021,"2,345","296,379",94,"1,280","316,269","18,704","1,278",919,359,2,1,1,9,8,1,"1,186",0,155,76,1369228155995578368,t.co/wUOpgCro7V,,"6,597,363","37,523",1733.4,3.41,4.45
10/3/2021,"2,137","298,516",94,"1,448","317,717","18,010","1,438",878,560,10,1,9,5,5,0,"1,192",0.38,151,72,1369593386974416896,t.co/SIh7d8Rrgb,,"6,642,173","44,810",1691,3.23,4.37
11/3/2021,"2,104","300,620",94.1,"1,647","319,364","17,544","1,642","1,102",540,5,3,2,9,9,0,"1,200",0.38,147,61,1369942481215791110,t.co/sOtREtnKkP,,"6,696,247","54,074",1631.6,3.05,4.07
12/3/2021,"2,042","302,662",94,"1,575","320,939","17,074","1,568","1,269",299,7,1,6,3,2,1,"1,203",0,147,67,1370311621491400704,t.co/ppdAFk1qnQ,,"6,747,513","51,266",1548.9,3.07,3.87
13/3/2021,"1,830","304,492",94.4,"1,470","322,409","16,711","1,458","1,099",359,12,8,4,3,3,0,"1,206",0.37,162,70,1370676030910857216,t.co/lYv2HJTn8T,,"6,797,906","50,393",1518.9,2.92,3.67
14/3/2021,"1,782","306,274",94.6,"1,354","323,763","16,279","1,340","1,042",298,14,13,1,4,4,0,"1,210",0.37,158,71,1371026112206147587,t.co/ywYN4fluWd,,"6,838,276","40,370",1471.9,3.35,3.52
15/3/2021,"1,973","308,247",94.9,"1,208","324,971","15,511","1,199",920,279,9,2,7,3,2,1,"1,213",0.37,155,70,1371399841322967045,t.co/bgiLVo95G6,,"6,870,587","32,311",1426,3.74,3.25
16/3/2021,"1,365","309,612",94.96,"1,063","326,034","15,204","1,059",814,245,4,0,4,5,5,0,"1,218",0.37,152,68,1371757780332253188,t.co/RXJ6KcTFyv,,"6,917,547","46,960",1395,2.26,3.09
17/3/2021,"1,346","310,958",95,"1,219","327,253","15,075","1,212",769,443,7,1,6,2,2,0,"1,220",0.37,154,64,,,,"6,971,371","53,824",1362.3,2.26,2.95
18/3/2021,"1,503","312,461",95.13,"1,213","328,466","14,782","1,207",866,341,6,1,5,3,3,0,"1,223",0.37,155,54,1372472583870771200,t.co/uQecQDy0Rw,,"7,029,970","58,599",1300.3,2.07,2.81
19/3/2021,"1,996","314,457",95.3,"1,576","330,042","14,360","1,565",867,698,11,8,3,2,2,0,"1,225",0.37,151,57,1372831514308747267,t.co/HdORudg0H0,,"7,085,391","55,421",1300.4,2.84,2.78
20/3/2021,"1,585","316,042",95.8,"1,671","331,713","14,442","1,669","1,038",631,2,1,1,4,4,0,"1,229",0.37,151,64,1373203850157387790,t.co/aNWeHytKfn,,"7,137,059","51,668",1329.1,3.23,2.82
21/3/2021,"1,247","317,289",95.27,"1,327","333,040","14,518","1,316",861,455,11,4,7,4,4,0,"1,233",0.37,154,65,1373574745644498944,t.co/8dVy3V5tOR,,"7,184,509","47,450",1325.3,2.8,2.74
22/3/2021,"1,495","318,784",95.4,"1,116","334,156","14,134","1,108",722,386,8,5,3,5,4,1,"1,238",0.37,156,60,1373928189370638345,t.co/xuxsrlgiZO,,"7,219,163","34,654",1312.1,3.22,2.67
23/3/2021,"1,058","319,842",95.3,"1,384","335,540","14,454","1,375",870,505,9,0,9,6,6,0,"1,244",0.37,148,62,1374292143708114953,t.co/TNxRgj27P5,,"7,264,738","45,575",1358,3.04,2.78
24/3/2021,"1,083","320,925",95.3,"1,268","336,808","14,637","1,263",946,317,5,4,1,2,2,0,"1,246",0.37,161,73,1374658579077066756,t.co/pNMS358D4J,,"7,316,059","51,321",1365,2.47,2.81
25/3/2021,"1,491","322,416",95.3,"1,360","338,168","14,504","1,359","1,086",273,1,0,1,2,2,0,"1,248",0.37,157,72,1375019134698708997,t.co/fDw3G94LrD,,"7,372,592","56,533",1386,2.41,2.86
26/3/2021,"1,509","323,925",95.43,"1,275","339,443","14,269","1,243",978,265,32,21,11,1,1,0,"1,249",0.37,161,70,1375382837650591745,t.co/gY6em6oDm9,,"7,427,876","55,284",1343,2.31,2.78
27/3/2021,"1,257","325,182",95.5,"1,199","340,642","14,209","1,194",959,235,5,2,3,2,1,1,"1,251",0.37,167,72,1375750456014561280,t.co/pcgeKIn7b2,,"7,478,436","50,560",1275.6,2.37,2.66
28/3/2021,"1,127","326,309",95.4,"1,302","341,944","14,380","1,293",840,453,9,7,2,4,4,0,"1,255",0.37,169,76,1376100887844679681,t.co/Vv4TLgJOpB,,"7,521,383","42,947",1272,3.03,2.69
29/3/2021,"1,097","327,406",95.5,941,"342,885","14,219",933,653,280,8,2,6,5,4,1,"1,260",0.37,166,73,1376463462197456902,t.co/LXfqOYZ0Ib,,"7,555,722","34,339",1247,2.74,2.62
30/3/2021,"1,148","328,554",95.5,"1,133","344,018","14,199","1,125",781,344,8,2,6,5,5,0,"1,265",0.37,161,76,1376824532174921732,t.co/tsr6OrmZLv,,"7,603,121","47,399",1211.1,2.39,2.53
31/3/2021,"1,070","329,624",95.4,"1,482","345,500","14,604","1,480",896,584,2,0,2,7,5,2,"1,272",0.37,164,81,1377194965848051715,t.co/BHJOoZ8v43,,"7,655,913","52,792",1241.7,2.81,2.58
1/4/2021,"1,377","331,001",95.5,"1,178","346,678","14,399","1,158",861,297,20,9,11,6,5,1,"1,278",0.37,163,81,1377547172833464322,t.co/HY2zI9OvRT,,"7,711,350","52,792",1215.7,2.23,2.55
2/4/2021,"1,442","332,443",95.5,"1,294","347,972","14,246","1,268",897,371,26,9,17,5,5,0,"1,283",0.37,168,78,1377929783246397448,t.co/GYVEWadzlF,,"7,764,537","53,187",1218.4,2.43,2.56
3/4/2021,"1,449","333,892",95.5,"1,638","349,610","14,432","1,631",950,681,7,3,4,3,3,0,"1,286",0.37,167,81,1378289668567879683,t.co/OauRbkqM9W,,"7,814,774","50,237",1281.1,3.26,2.68
4/4/2021,"1,270","335,162",95.5,"1,349","350,959","14,509","1,342",988,354,7,5,2,2,2,0,"1,288",0.37,186,94,1378734563912912900,t.co/93x1Euk1Co,,"7,860,010","45,236",1287.9,2.98,2.68
5/4/2021,"1,294","336,456",95.6,"1,070","352,029","14,278","1,061",904,157,9,4,5,7,7,0,"1,295",0.37,180,89,1379013827824480262,t.co/O9a8LtEntQ,,"7,894,522","34,512",1306.3,3.1,2.73
6/4/2021,"1,412","337,868",95.6,"1,300","353,329","14,161","1,276",918,358,24,12,12,5,5,0,"1,300",0.37,189,88,1379364679311532042,t.co/kiOOlxTC7d,,"7,941,361","46,839",1330.1,2.78,2.78
7/4/2021,"1,199","339,067",95.7,"1,139","354,468","14,097","1,126","1,001",125,13,7,6,4,4,0,"1,304",0.37,194,86,1379730335328444416,t.co/j7uh66a56g,,"7,992,575","51,214",1281.1,2.22,2.7
8/4/2021,"1,175","340,242",95.6,"1,285","355,753","14,203","1,268",999,269,17,8,9,4,4,0,"1,308",0.37,186,81,1380096764368224257,t.co/5DVsPAa3XO,,"8,050,587","58,012",1296.4,2.22,2.71
9/4/2021,"1,247","341,489",95.5,"1,854","357,607","14,805","1,834","1,616",218,20,5,15,5,3,2,"1,313",0.37,169,79,1380452438826647556,t.co/hShiCOTmif,,"8,104,421","53,834",1376.4,3.44,2.86
10/4/2021,"1,248","342,737",95.4,"1,510","359,117","15,059","1,505","1,339",166,5,1,4,8,8,0,"1,321",0.37,194,81,1380816176511512581,t.co/QRg3ESmP1n,,"8,157,933","53,512",1358.1,2.82,2.79
11/4/2021,"1,216","343,953",95.3,"1,739","360,856","15,574","1,731","1,343",388,8,3,5,8,8,0,"1,329",0.37,183,81,1381190456663412737,t.co/aLjyhD1yOe,,"8,204,996","47,063",1413.9,3.7,2.9
12/4/2021,"1,052","345,005",95.3,"1,317","362,173","15,835","1,317","1,107",198,12,8,4,4,4,0,"1,333",0.37,188,84,1381542127046299649,t.co/hwdqzCPdWu,,"8,240,262","35,266",1449.1,3.73,2.99
13/4/2021,"1,290","346,295",95.2,"1,767","363,490","16,300","1,758","1,508",250,9,2,7,12,12,0,"1,345",0.37,199,82,1381892290818371587,t.co/evpAwlOOxy,,"8,292,260","51,998",1515.9,3.4,3.08
14/4/2021,"1,485","347,780",95.1,"1,889","365,829","16,696","1,883","1,689",194,6,3,3,8,7,1,"1,353",0.37,204,79,1382258188548919298,t.co/goVSohskeu,,"8,345,401","53,141",1623,3.55,3.27
15/4/2021,"1,259","349,039",94.9,"2,148","367,977","17,575","2,129","1,791",338,19,6,13,10,9,1,"1,363",0.37,212,82,1382640934341419012,t.co/AFuhshLoCF,,"8,407,970","62,569",1746.3,3.43,3.44
16/4/2021,"1,524","350,563",94.6,"2,551","370,528","18,600","2,522","2,233",289,29,10,19,2,2,0,"1,365",0.37,227,91,1382979697760366593,t.co/hCFMG1M2YF,,"8,472,685","64,715",1845.9,3.94,3.51
17/4/2021,"1,832","352,395",94.5,"2,331","372,859","19,094","2,319","2,098",221,12,7,5,5,5,0,"1,370",0.37,225,92,1383357062722179073,t.co/PgQqGCeCO3,,"8,540,200","67,515",1963.1,3.45,3.6
18/4/2021,"1,427","353,822",94.3,"2,195","375,054","19,854","2,185","1,837",348,10,2,8,8,8,0,"1,378",0.37,219,90,1383701115108171778,t.co/yoDkCsbNmY,,"8,601,726","61,526",2028.3,3.57,3.58
19/4/2021,"1,402","355,224",94.2,"2,078","377,132","20,522","2,065","1,885",180,13,3,10,8,8,0,"1,386",0.37,228,93,1384080797951434756,t.co/pkzypZ1nsD,,"8,665,139","63,413",2137,3.28,3.52
20/4/2021,"1,592","356,816",94,"2,341","379,473","21,268","2,334","2,209",125,7,2,5,3,2,1,"1,389",0.37,249,95,1384441792150396931,t.co/tWr9wBHl91,,"8,718,106","52,967",2219,4.42,3.66
21/4/2021,"1,910","358,726",93.95,"2,340","381,813","21,687","2,328","2,136",192,12,1,11,11,9,2,"1,400",0.37,248,101,1384792973003476993,t.co/7tFzbKIqCv,,"8,783,027","64,921",2283.4,3.6,3.67
22/4/2021,"2,541","361,267",93.9,"2,875","384,688","22,014","2,846","2,644",202,29,1,28,7,6,1,"1,407",0.37,248,115,1385161207221346305,t.co/zjfKP30xNf,,"8,849,606","66,579",2387.3,4.32,3.8
23/4/2021,"2,341","363,608",93.8,"2,847","387,535","22,512","2,843","2,601",242,4,0,4,8,7,1,"1,415",0.37,260,125,1385522364822134786,t.co/iRoQxaELp0,,"8,923,973","74,367",2429.6,3.83,3.78
24/4/2021,"2,292","365,900",93.8,"2,717","390,252","22,926","2,691","2,493",198,26,2,24,11,10,1,"1,426",0.37,272,124,1385891462718517248,t.co/ojw0RDGCrz,,"9,001,533","77,560",2484.7,3.5,3.79
25/4/2021,"1,853","367,753",93.6,"2,690","392,942","23,753","2,680","2,397",283,10,2,8,10,10,0,"1,436",0.37,283,121,1386241880405397508,t.co/UbXd5BsCoh,,"9,066,171","64,638",2555.4,4.16,3.87
26/4/2021,"1,803","369,556",93.4,"2,776","395,718","24,713","2,773","2,383",390,3,2,1,13,12,1,"1,449",0.37,300,133,1386611119851130883,t.co/d6zZbUn4M4,,"9,121,320","55,149",2655.1,5.03,4.12
27/4/2021,"2,019","371,575",93.5,"2,733","398,451","25,414","2,728","2,481",247,5,3,2,13,12,1,"1,462",0.37,294,138,1386976844377858051,t.co/AJcFGv1z6Z,,"9,182,354","61,034",2711.1,4.48,4.13
28/4/2021,"1,822","373,397",93,"3,142","401,593","26,719","3,129","2,950",179,13,4,9,15,15,0,"1,477",0.37,306,151,1387355514091098112,t.co/kHsqryMxgR,,"9,255,512","73,158",2825.7,4.29,4.23
29/4/2021,"1,943","375,340",92.7,"3,332","404,925","28,093","3,323","3,099",224,9,1,8,15,14,1,"1,492",0.37,309,147,1387709193667284996,t.co/cJc11FV3nX,,"9,333,788","78,276",2891,4.26,4.22
30/4/2021,"2,640","377,980",92.5,"3,788","408,713","29,227","3,786","3,476",310,2,0,2,14,13,1,"1,506",0.37,328,161,1388073261288755204,t.co/SzJuXt17CK,,"9,404,237","70,449",3025.4,5.38,4.44
1/5/2021,"2,462","380,442",92.4,"2,881","411,594","29,631","2,865","2,609",256,16,5,11,15,15,0,"1,521",0.37,337,176,1388425297012224002,t.co/pVp6ww2DF3,,"9,482,221","77,984",3048.9,3.69,4.47
2/5/2021,"2,698","383,140",92.3,"3,418","415,012","30,339","3,408","3,134",274,10,1,9,12,12,0,"1,533",0.37,345,175,1388785425578221570,t.co/MzP7uHPOGi,,"9,540,806","58,585",3152.9,5.83,4.71
3/5/2021,"2,068","385,208",92.3,"2,500","417,512","30,753","2,496","2,301",195,4,2,2,18,17,1,"1,551",0.37,352,186,,,,"9,592,018","51,212",3113.4,4.88,4.69
4/5/2021,"2,334","387,542",92.1,"3,120","420,632","31,516","3,114","2,918",196,6,1,5,23,23,0,"1,574",0.37,338,181,1389508133022625794,t.co/Rnj7QfCEA1,,"9,658,428","66,410",3168.7,4.7,4.72
5/5/2021,"2,304","389,846",91.9,"3,744","424,376","32,939","3,737","3,514",223,7,1,6,17,17,0,"1,591",0.37,328,185,1389879195870785544,t.co/5wlHSJydwd,,"9,738,805","80,377",3254.7,4.66,4.77
6/5/2021,"2,709","392,555",91.7,"3,551","427,927","33,762","3,535","3,242",293,16,10,6,19,18,1,"1,610",0.37,354,199,1390255318655897601,t.co/1q3RdBqPrl,,"9,821,639","82,834",3286,4.29,4.78
7/5/2021,"3,449","396,004",91.6,"4,498","432,425","34,789","4,493","4,179",314,5,1,4,22,20,2,"1,632",0.38,372,211,1390617355227566081,t.co/YbLdPvfgVz,,"9,904,315","82,676",3387.4,5.44,4.78
8/5/2021,"2,719","398,723",91.25,"4,519","436,944","36,564","4,514","3,964",550,5,5,0,25,24,1,"1,657",0.38,393,210,1390979164618903552,t.co/T8asr1iYeM,,"9,980,413","76,098",3621.4,5.94,5.11
9/5/2021,"3,211","401,934",91.2,"3,733","440,677","37,060","3,727","3,301",426,6,1,5,26,25,1,"1,683",0.38,416,216,1391322252134682624,t.co/nAwHTdWJ9f,,"10,055,506","75,093",3666.4,4.97,4.98
10/5/2021,"3,454","405,388",91.2,"3,807","444,484","37,396","3,802","3,642",160,5,2,3,17,16,1,"1,700",0.38,434,224,1391693894484512771,t.co/uwAwNrjUSH,,"10,115,424","59,918",3853.1,6.35,5.19
11/5/2021,"2,848","408,236",91.03,"3,973","448,457","38,499","3,968","3,540",428,5,1,4,22,22,0,"1,722",0.38,453,244,1392064562510188548,t.co/98vuPcpPoM,,"10,169,657","54,233",3975,7.33,5.57
12/5/2021,"3,124","411,360",90.8,"4,765","453,222","40,101","4,758","4,291",467,7,5,2,39,37,2,"1,761",0.39,469,244,1392416034284474369,t.co/f85ilLElUf,,"10,257,115","87,458",4120.9,5.45,5.68
13/5/2021,"3,347","414,707",90.5,"4,855","458,077","41,582","4,852","4,494",358,3,0,3,27,27,0,"1,788",0.39,481,247,1392787613619134465,t.co/kVnTvHX5E6,,"10,341,089","83,974",4307.1,5.78,5.89
14/5/2021,"4,190","418,897",90.6,"4,113","462,190","41,471","4,112","3,791",321,1,0,1,34,34,0,"1,822",0.39,482,250,1393142221210148864,t.co/EqIvU4fjHJ,,"10,397,529","56,440",4252.1,7.29,6.16
15/5/2021,"3,432","422,329",90.6,"4,140","466,330","42,135","4,131","3,728",403,9,9,0,44,43,1,"1,866",0.4,503,272,1393520947638915074,t.co/SXMm65Iwdx,,"10,445,009","47,480",4198,8.72,6.56
16/5/2021,"3,990","426,319",90.7,"3,780","470,110","41,889","3,778","3,441",337,2,2,0,36,35,1,"1,902",0.4,520,272,1393868519394058243,t.co/SYAZ5juTO3,,"10,503,288","58,279",4204.7,6.49,6.77
17/5/2021,"2,784","429,103",90.4,"4,446","474,556","43,506","4,443","4,230",213,3,3,0,45,44,1,"1,947",0.41,522,273,1394249432716111876,t.co/WZb2jZxJKa,,"10,573,102","69,814",4296,6.37,6.77
18/5/2021,"3,497","432,600",90.2,"4,865","479,421","44,827","4,860","4,650",210,5,3,2,47,46,1,"1,994",0.42,531,277,1394598840448086018,t.co/81cOS3A5fT,,"10,663,780","90,678",4423.4,5.37,6.49
19/5/2021,"3,516","436,116",89.8,"6,075","485,496","47,340","6,072","5,452",620,3,1,2,46,45,1,"2,040",0.42,559,303,1394951083114434561,,"for unknown reason, there is no t.co shorten url retrieved","10,765,602","101,822",4610.6,5.97,6.57
20/5/2021,"3,916","440,032",89.4,"6,806","492,302","50,171","6,804","6,122",682,2,2,0,59,58,1,"2,099",0.43,587,330,1395326594042896392,t.co/4zEFX1M1kq,,"10,876,983","111,381",4889.3,6.11,6.61
21/5/2021,"4,508","444,540",89.1,"6,493","498,795","52,106","6,491","6,038",453,2,1,1,50,49,1,"2,149",0.43,643,363,1395682030369734657,t.co/MfKfWXS0bc,,"10,986,099","109,116",5229.3,5.95,6.42
22/5/2021,"4,694","449,234",88.9,"6,320","505,115","53,682","6,317","5,870",447,3,0,3,50,48,2,"2,199",0.44,652,370,1396051310508593153,t.co/Nu4iJUPxF1,,"11,100,126","114,027",5540.7,5.54,5.97
23/5/2021,"3,587","452,821",88.4,"6,976","512,091","57,020","6,971","6,324",647,5,1,4,49,48,1,"2,248",0.44,681,361,1396405410156875782,t.co/ik9gngcTIC,,"11,206,334","106,208",5997.3,6.57,5.98
24/5/2021,"3,452","456,273",88,"6,509","518,600","60,018","6,489","5,931",558,20,17,3,61,61,0,"2,309",0.45,711,369,1396772302574948356,t.co/jEIkMYdK0b,,"11,301,784","95,450",6292,6.82,6.05
25/5/2021,"3,789","460,062",87.5,"7,289","525,889","63,458","7,285","6,813",472,4,1,3,60,59,1,"2,369",0.45,726,373,1397134341889687554,t.co/wEdjJNPPKT,,"11,398,905","97,121",6638.3,7.51,6.35
26/5/2021,"4,665","464,727",87.1,"7,478","533,367","66,208","7,473","6,913",560,5,0,5,63,57,6,"2,432",0.46,756,377,1397506435630526469,t.co/FYOlrDdZWz,,"11,513,351","114,446",6838.7,6.53,6.43
27/5/2021,"4,598","469,325",86.7,"7,857","541,224","69,408","7,849","7,340",509,8,2,6,59,59,0,"2,491",0.46,771,392,1397862137049927682,t.co/ySrSMIPKwx,,"11,625,001","111,650",6988.9,7.04,6.57
